prod_notif_no,prod_name,holder_name,prod_status_date,prod_status_type,prod_brand,prod_category,banned_substances,holders_id
NOT220801366K,Elizabeth Arden Green Tea Nectarine Blossom Eau De Toilette,ASIALUSH SDN. BHD.,04-08-22,Clear,Elizabeth,Perfume,,152
NOT220803628K,Atomy Absolute Snow Day Cream,ATOMY MALAYSIA SDN. BHD.,16-08-22,Clear,Atomy,Moisturizer,,164
NOT221200650K,MONTIBELLO ECLAT JOIN VITALITY NATURAL ACIDIC PH COLOUR (1+2) 1.1,R BEAUTE SDN. BHD.,02-12-22,Clear,MONTIBELLO,Other,,1668
NOT141201407K,Urban Decay Moondust Eyeshadow - Ether,LOREAL MALAYSIA SDN. BHD.,05-12-22,Clear,Urban,Eye,,1166
NOT221006363K,ROHINA - SERUM BLACK & PINK EDITION,ROHINA ARMY RESOURCES,31-10-22,Clear,ROHINA,Serum,,1705
NOT220902225K,PERFECT DIARY EXPLORER EYESHADOW 02 TIGER #STRETCH,TIAN XING CLOUD SUPPLY CHAIN (MALAYSIA) SDN. BHD.,09-09-22,Clear,PERFECT,Eye,,1978
NOT220900036K,KVD BEAUTY - GOOD APPLE FULL-COVERAGE SERUM FOUNDATION - MEDIUM 054,BEAUTY IN MOTION SDN. BHD.,01-09-22,Clear,KVD,Serum,,255
NOT201001937K,La Marinere Peel Off Mask,SKY RESOURCES SDN. BHD.,07-10-22,Clear,La,Mask,,1819
NOT221000216K,DIESEL SPIRIT OF THE BRAVE INTENSE EAU DE PARFUM,PRESTIGE PRODUCTS ( M) SDN.BHD.,03-10-22,Clear,DIESEL,Perfume,,1607
NOT220805520K,Herbal Propolis Brightening Shining Mask,HAI-O ENTERPRISE BERHAD,24-08-22,Clear,Herbal,Mask,,813
NOT220801569K,Selvert Thermal    Hidractive   Tonic,FRONT LINE COSMECEUTICAL (M) SDN. BHD.,04-08-22,Clear,Selvert,Other,,715
NOT181005706K,KEENWELL MASK ALGINATE MASK 107 INTENSIVE BIO-REGENERATIVE MASK SEAWEED PHYTOHORMONE EXTRACT (GEL),DERMAL ESSENCE (M) SDN. BHD.,18-10-22,Clear,KEENWELL,Mask,,495
NOT220905849K,BBIA LAST POWDER LIPSTICK 09 MARIGOLD,De Deux Cosmetics Sdn Bhd,27-09-22,Clear,BBIA,Lip,,549
NOT221001288K,FAMMY FAEY BY MAISON FFAEY LYRA EAU DE PARFUM 50ML,UNIFRAGRANCE AND COMPOUNDS SDN BHD,07-10-22,Clear,FAMMY,Perfume,,2062
NOT221201066K,COCO & EVE - LIKE A VIRGIN - SUPER NOURISHING COCONUT & FIG HAIR MASQUE,BEAUTY IN MOTION SDN. BHD.,06-12-22,Clear,COCO,Other,,255
NOT240704855K,AVEDA MEN PURE-FORMANCE THICKENING PASTE (AM0L00),ESTEE LAUDER MALAYSIA SDN. BHD.,04-09-22,Clear,AVEDA,Other,,636
NOT220801510K,Eve Taylor Professional    Lavender,FRONT LINE COSMECEUTICAL (M) SDN. BHD.,04-08-22,Clear,Eve,Other,,715
NOT201102721K,SHISEIDO SYNCHRO SKIN SELF-REFRESHING TINT SPF 23 PA ++ : 325 MEDIUM KEYAKI,SHISEIDO MALAYSIA SDN. BHD.,11-11-22,Clear,SHISEIDO,Sunscreen,,1780
NOT220900916K,SokaMocka Cleansing Soap,APD Pharma Sdn. Bhd.,05-09-22,Clear,SokaMocka,Other,,119
NOT161000060K,CELLACT TOTAL HYDRATING EMULSION,STRATA PRO SDN. BHD.,02-10-22,Clear,CELLACT,Other,,1869
NOT221006257K,AGIVA STYLING HAIR GEL MEGA STRONG 05,PCQ Hair & Beauty Products Sdn. Bhd.,30-10-22,Clear,AGIVA,Other,,1562
NOT220902280K,TATCHA - THE SILK POWDER,BEAUTY IN MOTION SDN. BHD.,11-09-22,Clear,TATCHA,Other,,255
NOT200900407K,Natural Looks Sweet Heart Body Spray,Devon Laboratories M Sdn. Bhd.,02-09-22,Clear,Natural,Spray,,560
NOT220904403K,MS BEAUTY MS SKINCARE (KRIM MALAM),ZAR PERMAI ENTERPRISE,20-09-22,Clear,MS,Perfume,,2210
NOT220805474K,NATASHA DENONA - BIBA PALETTE - (215CM) PRAIRIE,BEAUTY IN MOTION SDN. BHD.,24-08-22,Clear,NATASHA,Other,,255
NOT220804842K,LUSH GOLDEN PEAR SOAP.,ABEAUTE SDN. BHD.,21-08-22,Clear,LUSH,Other,,30
NOT220710051K,Miryoku S06 Sensi Calming Cream,PE COSMECEUTICAL SDN. BHD.,29-07-22,Clear,Miryoku,Moisturizer,,1564
NOT220903692K,PIXI - HYDRATING MILKY MAKEUP REMOVER,BEAUTY IN MOTION SDN. BHD.,16-09-22,Clear,PIXI,Other,,255
NOT201006732K,VERSACE POR FEMME DYLAN TURQUOISE Eau de Toilette,PRESTIGE PRODUCTS ( M) SDN.BHD.,24-10-22,Clear,VERSACE,Perfume,,1607
NOT221006471K,PERFECT DIARY ROUGE INTENSE VELVET SLIM LIPSTICK L03,TIAN XING CLOUD SUPPLY CHAIN (MALAYSIA) SDN. BHD.,31-10-22,Clear,PERFECT,Lip,,1978
NOT220904999K,DRAGON GINSENG MOISTURIZING CREAM,DRAGON GINSENG ENTERPRISE SDN BHD,23-09-22,Clear,DRAGON,Moisturizer,,536
NOT221200556K,CALVIN KLEIN MY EUPHORIA EAU DE PARFUM,COTY INT MALAYSIA SDN. BHD.,02-12-22,Clear,CALVIN,Perfume,,428
NOT221004756K,DEFACTO CHOICE FOR WOMEN (K0444AZ.PN101),DEFACTO RETAIL (MALAYSIA) SDN BHD,25-10-22,Clear,DEFACTO,Other,,486
NOT221100967K,Seoul Clinical Mask,SEOUL YOUNG MAKEUP PARLOUR SDN. BHD.,04-11-22,Clear,Seoul,Mask,,1762
NOT221105171K,REVLON COLORSILK BEAUTIFUL COLOR - 43 Medium Golden Brown 2.Ammonia Free Colorant,X ELITE PREMIUM BEAUTY SDN. BHD.,17-11-22,Clear,REVLON,Perfume,,2168
NOT201004373K,L`Occitane Almond Delicious Soap Rspo Sg,L`Occitane Malaysia Sdn Bhd,16-10-22,Clear,L`Occitane,Foundation,,1195
NOT221202610K,Hannan Cosmetics Skincare Whitening Recovery Cream,Hannan Medispa Sdn Bhd,13-12-22,Clear,Hannan,Moisturizer,,894
NOT221106143K,Naelofar Rose Temptation,NH PRIMA INTERNATIONAL SDN. BHD.,22-11-22,Clear,Naelofar,Other,,1445
NOT201202495K,VERONA BODY WASH ALOE VERA,ECO-SHOP MARKETING SDN. BHD.,11-12-22,Clear,VERONA,Cleanser,,577
NOT221100244K,Satinique Anti-Hairfall Conditioner,AMWAY (MALAYSIA) SDN. BHD.,02-11-22,Clear,Satinique,Other,,101
NOT220900355K,LA'DERM - LEMONGRASS MASSAGE OIL,FRANEVYNS BEAUTE INTERNATIONAL SDN.BHD.,02-09-22,Clear,LA'DERM,Other,,708
NOT221202367K,BLUE MOLLY - VELVET LIP CRAYON MAUVE,ELISSES OEM SDN BHD,11-12-22,Clear,BLUE,Sunscreen,,601
NOT221205612K,FOREVER SEXY GREY GEL COLOR,EIGHTY EIGHT WELLNESS ENTERPRISE,21-12-22,Clear,FOREVER,Other,,591
NOT220902439K,H&M Nail Colour ICE PRISM,H & M RETAIL SDN. BHD.,12-09-22,Clear,H&M,Other,,807
NOT220900989K,1000-Molecule Hyaluronic Acid Hydrating Night Gelly,NARUKO(MALAYSIA)SDN.BHD.,06-09-22,Clear,1000-Molecule,Other,,1413
NOT221201603K,ESPRESSOH. - INTENSO MASCARA - BLACK,BEAUTY IN MOTION SDN. BHD.,07-12-22,Clear,ESPRESSOH.,Other,,255
NOT141002123K,ATS NEWBORN ACTIVATOR OIL,CREATE HUB (M) SDN BHD,31-10-22,Clear,ATS,Other,,434
NOT180802723K,Mustika Ratu Beauty Queen Bold Eyebrow Pencil Langes,P.T MUSTIKA RATU (M) SDN. BHD.,10-08-22,Clear,Mustika,Eye,,1550
NOT220902051K,YUELA GOLD LIPMATTE GRACE,YUELA GOLD SDN. BHD.,08-09-22,Clear,YUELA,Lip,,2197
NOT220804967K,Puras Ginger Root Essential Oil,IRIDIS HOLDINGS SDN. BHD.,22-08-22,Clear,Puras,Other,,943
NOT220904523K,jane iredale PurePressed Eye Shadow Palette - Pure Basics (Silk Blouse),EIG DERMAL WELLNESS (M) SDN. BHD.,21-09-22,Clear,jane,Eye,,587
NOT221100895K,Safi Shayla Supa Leave On Cream Anti Hairfall,WIPRO UNZA (MALAYSIA) SDN. BHD.,04-11-22,Clear,Safi,Moisturizer,,2143
NOT201101163K,Nagano Anti-Stretchmark Moisturizing Cream,Steiger International Sdn Bhd,05-11-22,Clear,Nagano,Moisturizer,,1936
NOT221107455K,KVD BEAUTY - GOOD APPLE SKIN-PERFECTING FOUNDATION BALM - LIGHT (008),BEAUTY IN MOTION SDN. BHD.,26-11-22,Clear,KVD,Foundation,,255
NOT220903356K,RITUALS THE RITUAL OF NAMASTE NIACINAMIDE Natural Booster,RITUALS COSMETICS MALAYSIA SDN. BHD.,15-09-22,Clear,RITUALS,Other,,1698
NOT221204183K,Nutox Youth Restoring Cleansing Gel,TOHTONKU SDN. BHD.,18-12-22,Clear,Nutox,Other,,1983
NOT220806121K,Bath & Body Works Anti-Bacterial Hand Gel Pumpkin Cupcake,ENVICO ENTERPRISES SDN. BHD.,26-08-22,Clear,Bath,Other,,618
NOT201000709K,Yves Saint Laurent Rouge Pur Couture - 137 Wildly Bordeaux,LOREAL MALAYSIA SDN. BHD.,02-10-22,Clear,Yves,Perfume,,1166
NOT220901839K,CL-43 Copenhagen red roof,Victoria Global Sdn. Bhd.,08-09-22,Clear,CL-43,Other,,2117
NOT221100985K,KERSTIN FLORIAN CLARIFYING ENZYME EXFOLIATING SCRUB,ESSENCE VALE ENTERPRISE SDN BHD,05-11-22,Clear,KERSTIN,Other,,632
NOT221102483K,WYCON VISIONARY EYESHADOW BRIGHT CHOCOLATE 205,ANAIKA COLLECTIONS SDN BHD,10-11-22,Clear,WYCON,Eye,,103
NOT221002778K,Loreal Paris Men Expert Oil Control Brightening + Oil Control Foam,LOREAL MALAYSIA SDN. BHD.,14-10-22,Clear,Loreal,Other,,1166
NOT161203471K,Gatsby Powdered Oil Clear Paper N,MANDOM (MALAYSIA) SDN. BHD.,20-12-22,Clear,Gatsby,Other,,1242
NOT221101684K,Sasatinnie Nail Polish Remover (Blueberry),HONG KONG SA SA (M) SDN. BHD.,09-11-22,Clear,Sasatinnie,Other,,880
NOT221100009K,DE`XANDRA LE VERRE FOR HER 35ML,OSHIEN2U SDN. BHD.,01-11-22,Clear,DE`XANDRA,Other,,1530
NOT200906645K,Mary Kay Satin Hands Shea Hand Soap,MARY KAY (MALAYSIA) SDN. BHD.,23-09-22,Clear,Mary,Other,,1250
NOT221107629K,SHISEIDO PROFESSIONAL - STAGE WORKS POWDER SHAKE a,HENKEL (MALAYSIA) SDN. BHD.,28-11-22,Clear,SHISEIDO,Other,,861
NOT221203655K,PHILIPP PLEIN THE SKULL,PP REFINED VENTURE SDN. BHD.,15-12-22,Clear,PHILIPP,Lip,,1603
NOT221203880K,GLOW LAB REPAIRING SHAMPOO,NUTRIGO SDN. BHD.,15-12-22,Clear,GLOW,Other,,1476
NOT221104091K,AquaSports 3 in 1 Conditioning Shampoo Body Wash With Moisturizer - Coral,Cosette 203 Enterprise,15-11-22,Clear,AquaSports,Moisturizer,,458
NOT200806456K,Urban Decay Stoned Vibes Eyeshadow Palette - Third Eye,LOREAL MALAYSIA SDN. BHD.,26-08-22,Clear,Urban,Eye,,1166
NOT181006726K,THE BODY SHOP ACAI - BLUEBERRY - DRAGON FRUIT LIP JUICERS.,THE BODY SHOP (MALAYSIA) SDN. BHD.,22-10-22,Clear,THE,Lip,,1961
NOT201104810K,BECOS PROFESSIONAL AQUA FACTOR TRIPLE HYDRATION PROGRAM-AQUA SERUM,AVENISS BEAUTE (M) SDN BHD,19-11-22,Clear,BECOS,Serum,,177
NOT181102037K,6 Elements Botanicals Anti Hairloss Tonic,JEAN YIP SALON (M) SDN. BHD.,12-11-22,Clear,6,Other,,978
NOT220904976K,YOUNG SUNSCREEN,MADANI RICH & FABULOUS,23-09-22,Clear,YOUNG,Sunscreen,,1220
NOT221205460K,THREE Balancing Hand & Arm Cream,LMJ APOTHECARY SDN BHD,20-12-22,Clear,THREE,Moisturizer,,1162
NOT221201033K,SEPHORA - FIZZING STAR - LAGOON,BEAUTY IN MOTION SDN. BHD.,06-12-22,Clear,SEPHORA,Other,,255
NOT220902728K,ANASTASIA BEVERLY HILLS - NORVINA EYE SHADOW PALETTE - ECCENTRIC,PREMIUM PRIORITY SDN BHD,13-09-22,Clear,ANASTASIA,Eye,,1606
NOT221004506K,Reviderm Remodelling Eye Gel,TDOC GLOBAL AESTHETICS SDN. BHD.,21-10-22,Clear,Reviderm,Eye,,1954
NOT181202028K,Marvel Scalp Nourishing Tonic,MAESTRO LABORATORIES SDN. BHD.,10-12-22,Clear,Marvel,Other,,1223
NOT221102800K,SIGNATURE SCENTS FAIR WHITE PERFUMED LOTION -SERENE,ARIA COSMETICS SDN. BHD.,11-11-22,Clear,SIGNATURE,Moisturizer,,131
NOT221107928K,SKINFOOD ROYAL HONEY MOISTURE TONER,U2 INTERNATIONAL SDN. BHD.,29-11-22,Clear,SKINFOOD,Moisturizer,,2051
NOT201204286K,Maybelline Fit Me! Matte + Poreless Foundation - 115 Ivory,LOREAL MALAYSIA SDN. BHD.,18-12-22,Clear,Maybelline,Foundation,,1166
NOT201004975K,ARIMINO ASIAN COLOR FES G 8 LOW,HAIRWELL SDN BHD,19-10-22,Clear,ARIMINO,Other,,819
NOT220905478K,PERFECT DIARY EXPLORER EYESHADOW 13 RED FOX #VULPES VULPES,TIAN XING CLOUD SUPPLY CHAIN (MALAYSIA) SDN. BHD.,26-09-22,Clear,PERFECT,Eye,,1978
NOT220806790K,CLICK Natural Toothpaste Whitening + Strong Enamel Protection,KINO CARE (M) SDN. BHD.,30-08-22,Clear,CLICK,Other,,1063
NOT120905249K,Chihtsai Hair Color MLV 6.35 Dark Golden Mahogany Blonde,PCQ Hair & Beauty Products Sdn. Bhd.,25-09-22,Clear,Chihtsai,Other,,1562
NOT221000332K,Sariayu Martha Tilaar Bright Skin Putih Langsat Body Scrub,P.t. Widuri (m) Sdn Bhd,04-10-22,Clear,Sariayu,Other,,1551
NOT221106687K,LAURA MERCIER CAVIAR STICK EYE COLOR - ORCHID,LUXASIA (M) SDN. BHD.,23-11-22,Clear,LAURA,Eye,,1187
NOT181205897K,SG Men Hero Roll-On Perfume Concentrate,ALLIANCE COSMETICS SDN. BHD.,20-12-22,Clear,SG,Perfume,,81
NOT180805234K,FARMAVITA OMNIPLEX BLEACHING POWDER BLUE 500GR,MICA ASIA SDN BHD,20-08-22,Clear,FARMAVITA,Other,,1302
NOT200904346K,BF1 Anti Bacterial Hand Sanitizer Gel with 75% Alcohol Menthol Scent,Best Formula Industries,15-09-22,Clear,BF1,Other,,342
NOT181007880K,YVES ROCHER QUELQUES NOTES D'AMOUR EAU DE PARFUM VAPORISATEUR SPRAY,LUXASIA (M) SDN. BHD.,26-10-22,Clear,YVES,Spray,,1187
NOT200903626K,Aquar&ly IMP N,CREATE HUB (M) SDN BHD,12-09-22,Clear,Aquar&ly,Other,,434
NOT220902411K,DERBIOME AKSHOOTER BOOSTING MASK,TRIDENT PACIFIC SDN. BHD.,12-09-22,Clear,DERBIOME,Mask,,2003
NOT221000257K,THEFACESHOP Daily Moment Vegan Hand Cream 01 Sunrise Bedroom,LG HOUSEHOLD & HEALTH CARE MALAYSIA SDN. BHD.,04-10-22,Clear,THEFACESHOP,Moisturizer,,1141
NOT200906837K,SCREEN DORADO COLOR CREAM 6R,LABBELL SDN BHD,23-09-22,Clear,SCREEN,Moisturizer,,1108
NOT220709783K,ETUDE PLAY COLOR EYES MINI 03 RASPBERRY YOGURT - BERRY YOGURT,LUXASIA (M) SDN. BHD.,28-07-22,Clear,ETUDE,Eye,,1187
NOT220804956K,SHER REMOVE BALM,SHER BEAUTE RESOURCES,22-08-22,Clear,SHER,Other,,1772
NOT221106825K,THE BODY SHOP SPRITZ LETS BLOOM FRAGRANCE MIST,THE BODY SHOP (MALAYSIA) SDN. BHD.,24-11-22,Clear,THE,Spray,,1961
NOT200902728K,PURE HOME ORGANIC IMMORTELLE SHAMPOO,U.E.S. NUTRIFARMER SDN. BHD.,09-09-22,Clear,PURE,Other,,2050
NOT181204636K,Shakura Pigmentation Beauty - Active Soothing Gel  641,Shakura Pigmentation Beauty Sdn. Bhd.,18-12-22,Clear,Shakura,Perfume,,1916
NOT200707781K,WHITE BIO-ACTIVE CONCENTRE PHYT'S,BEAUTECH LINK (M) SDN. BHD.,29-07-22,Clear,WHITE,Other,,248
NOT200707840K,YTSARA SCULPT BODY OIL,ALORIE HOSPITALITY SDN BHD,30-07-22,Clear,YTSARA,Other,,88
NOT221002832K,CUCCIO COLOUR VENEER 3D DESIGN POWDER - WHITE,VL NAIL SPA TRADING SDN BHD,14-10-22,Clear,CUCCIO,Foundation,,2104
NOT221102925K,Sheep Secret Garden Moisturising Hair Shampoo with Sweet Almond Oil,Science Forte Sdn Bhd,12-11-22,Clear,Sheep,Moisturizer,,1910
NOT221107737K,BioThik Active - Hair Building Fiber - Black,T-Biomax Sdn. Bhd.,29-11-22,Clear,BioThik,Other,,1944
NOT221100089K,UNE NUIT NOMADE SUN BLEACHED EAU DE PARFUM,Aura Indah Jaya Sdn Bhd,01-11-22,Clear,UNE,Perfume,,220
NOT220905610K,LEROSELLE TOOTHPASTE WHITE,SWISS LAB BIOTECH SDN. BHD.,26-09-22,Clear,LEROSELLE,Other,,1901
NOT221203954K,MAYSENSE THE ESSENCE,MAYSENSE INTERNATIONAL (M) SDN BHD,16-12-22,Clear,MAYSENSE,Other,,1268
NOT201202098K,Eucerin UltraSensitive Repair Gel,BEIERSDORF (MALAYSIA) SDN. BHD.,09-12-22,Clear,Eucerin,Other,,264
NOT200900921K,Manjok Rice Water Deep In Treatment,INNOVATIVE TRADING,03-09-22,Clear,Manjok,Other,,934
NOT201101263K,WARDAH UV Shield Active Protection Serum SPF 50,Pharmacore Technology and Innovation Sdn. Bhd.,06-11-22,Clear,WARDAH,Serum,,1640
NOT220805469K,NATASHA DENONA - MINI NUDE PALETTE - (213CM) SOIL,BEAUTY IN MOTION SDN. BHD.,24-08-22,Clear,NATASHA,Other,,255
NOT180802464K,ARTIZTA HAIR COLOR CREAM AAA - 9.0,CREATE HUB (M) SDN BHD,09-08-22,Clear,ARTIZTA,Moisturizer,,434
NOT161103048K,Lancome Lait Galatee Confort Comforting Makeup Remover Milk With Honey and Sweet Almond Oil,LOREAL MALAYSIA SDN. BHD.,11-11-22,Clear,Lancome,Other,,1166
NOT201002757K,WYCON GIRL BOSS LIPSTICK 08 SAVAGE PURPLE,ANAIKA COLLECTIONS SDN BHD,12-10-22,Clear,WYCON,Lip,,103
NOT220905973K,Dermalogica Prisma Protect SPF30,EIG DERMAL WELLNESS (M) SDN. BHD.,28-09-22,Clear,Dermalogica,Sunscreen,,587
NOT220900812K,OBASAN PEARL SOOTHING CREAM,OBASAN YUME HOUSE,05-09-22,Clear,OBASAN,Moisturizer,,1501
NOT221205169K,D' POLO STYLE LE PERFUME IN LOVE WITH YOU DONNA,INNOVATION LIFESTYLE CORP.(M) SDN. BHD.,20-12-22,Clear,D',Perfume,,933
NOT220806718K,BELICIA SERUM,HARRAZ BIO TECH SDN BHD,30-08-22,Clear,BELICIA,Serum,,837
NOT221107051K,PINK Refreshing Body Lotion Cucumber Water Cucumber Water,ENVICO ENTERPRISES SDN. BHD.,24-11-22,Clear,PINK,Moisturizer,,618
NOT200806796K,"Oway Hcolor 5.66 Castano Rosso Intenso (Deep Red, Light Brown)",SECRET SOURCE SDN BHD,27-08-22,Clear,Oway,Other,,1754
NOT221003549K,AGift With Care Passionate Fine Fragrance Mist,Universal Joy Sdn.Bhd.,18-10-22,Clear,AGift,Spray,,2078
NOT180801411K,Cosmecnique Genetique Renovation Cream,MAPLE BEAUTY WORLD,06-08-22,Clear,Cosmecnique,Moisturizer,,1243
NOT221107429K,DEAR DAHLIA - LIP PARADISE INTENSE SATIN LIPSTICK - (802) MARILYN,BEAUTY IN MOTION SDN. BHD.,26-11-22,Clear,DEAR,Lip,,255
NOT180904087K,JUST ESSENTIAL OIL PINE NEEDLE,JUST ESSENTIALS SDN BHD,19-09-22,Clear,JUST,Other,,1018
NOT220804733K,NATURAL PLANT EXTRACTION HYALURONIC ACID TIGHTENING BRIGHTENING FACIAL MASK,SUNNY BEAUTY ENTERPRISE,19-08-22,Clear,NATURAL,Mask,,1885
NOT220801934K,RTW Skincare Flawless Sheer Velvet Youth Restoring Moisturiser,A&K SOLUTIONS,06-08-22,Clear,RTW,Moisturizer,,22
NOT221102358K,Chifure Lipstick S 416,AXIS ONE DESIGN,10-11-22,Clear,Chifure,Lip,,184
NOT220802119K,TARTE - FESTIVE DREAMS VANITY PALETTE COLLECTOR'S SET - TARTELETTE VANITY PALETTE - ROLE MODEL,BEAUTY IN MOTION SDN. BHD.,08-08-22,Clear,TARTE,Other,,255
NOT221205610K,FOREVER SEXY BLACK GEL COLOR,EIGHTY EIGHT WELLNESS ENTERPRISE,21-12-22,Clear,FOREVER,Other,,591
NOT221104066K,The Lab Series Vit B3 PuriAcne Essence,UPSCALE DISTRIBUTION SDN BHD,15-11-22,Clear,The,Other,,2072
NOT221201143K,DOLCE & GABBANA POUR FEMME EAU DE PARFUM,LUXASIA (M) SDN. BHD.,06-12-22,Clear,DOLCE,Foundation,,1187
NOT221006107K,Dreamy Balm Red Clay Wrinkle Moisture,Cason Group Sdn. Bhd.,29-10-22,Clear,Dreamy,Moisturizer,,448
NOT220802372K,Ascen Plus Daily Perfume Sanitizer (Saturday),ASCEN PLUS PHARMACY SDN. BHD.,09-08-22,Clear,Ascen,Perfume,,145
NOT221006417K,LUNA BASE LAYERING FORMULA PEACH LAYER SPF50+ PA++++,De Deux Cosmetics Sdn Bhd,31-10-22,Clear,LUNA,Sunscreen,,549
NOT220802037K,TARTE - CLAY PLAY VOLUME II - EYE & CHEEK PALETTE - JOURNEY,BEAUTY IN MOTION SDN. BHD.,08-08-22,Clear,TARTE,Eye,,255
NOT220903109K,NONAI CONDITIONING STYLING MOUSSE,LENCORP MARKETING SDN BHD,14-09-22,Clear,NONAI,Other,,1138
NOT221005789K,KILAT by SO.LEK - PLUM,RINGGIT BOARD HOLDINGS SDN. BHD.,28-10-22,Clear,KILAT,Other,,1697
NOT101206880K,Dermaviduals Eye Gel Plus,ARCADIA RESOURCES (M) SDN. BHD.,30-12-22,Clear,Dermaviduals,Eye,,128
NOT220802997K,LUSH CHRISTMAS EVE SOAP,ABEAUTE SDN. BHD.,11-08-22,Clear,LUSH,Other,,30
NOT180902625K,PARFUMS CHRISTIAN DIOR HYPNOTIC POISON EAU DE TOILETTE,LUXEPHASE SDN.BHD.,12-09-22,Clear,PARFUMS,Perfume,,1189
NOT200805785K,de Balets Hair Repairing Perfume Conditioner,JOVIAS BEAUTY SDN. BHD.,24-08-22,Clear,de,Perfume,,1012
NOT220707809K,FARMASI MATTE LIQUID LIPSTICK 01,FAR COSMETICS SDN. BHD,25-07-22,Clear,FARMASI,Lip,,677
NOT221204862K,SR Beauty Masque Camomile Rubber Mask,P & Q Marketing (M) Sdn. Bhd.,19-12-22,Clear,SR,Mask,,1549
NOT201104441K,Make Prem Poncirus Trifoliata C Dark Spot Serum,WHITEDGE MARKETING SDN. BHD.,18-11-22,Clear,Make,Serum,,2138
NOT221005114K,VERDEOASI MILANO SOS DARK SPOTS*,JNL UNITED (M) SDN BHD,26-10-22,Clear,VERDEOASI,Other,,1000
NOT221105032K,Levalsh Antibacterial Hand Wash -Vanilla,CLEANWAVE INTERNATIONAL SDN. BHD.,17-11-22,Clear,Levalsh,Cleanser,,406
NOT221101289K,Kayman BluMarine Hydrating Ampoule,NABELLA ANUAR GROUP SDN BHD,07-11-22,Clear,Kayman,Other,,1402
NOT201107182K,QTC Restore Shampoo,EK BEAUTY & HAIRCARE TRADING,30-11-22,Clear,QTC,Other,,593
NOT220802820K,PERFECT DIARY WEIGHTLESS LONGWEAR LIP STAIN 203,TIAN XING CLOUD SUPPLY CHAIN (MALAYSIA) SDN. BHD.,10-08-22,Clear,PERFECT,Lip,,1978
NOT221204043K,GRASP Hand Cream,LKEY INTERNATIONAL SDN. BHD.,16-12-22,Clear,GRASP,Moisturizer,,1160
NOT160900647K,Urban Decay Vice Lipstick Comfort Matte Base - Heartless,LOREAL MALAYSIA SDN. BHD.,03-09-22,Clear,Urban,Lip,,1166
NOT221200181K,BIOcosmetic ROSELLES Hydrating Toner,Sirim Berhad,01-12-22,Clear,BIOcosmetic,Toner,,1922
NOT201102713K,DOCTOR BAi Floral Hand Wash Soap,E & S ESPRIT SDN BHD,11-11-22,Clear,DOCTOR,Cleanser,,565
NOT201007584K,Miclan Honey Tea Tree Mask,Skinphy Sdn Bhd,28-10-22,Clear,Miclan,Mask,,1928
NOT221205462K,THREE Balancing Full Body Emulsion,LMJ APOTHECARY SDN BHD,20-12-22,Clear,THREE,Other,,1162
NOT201100684K,VASELINE LIP THERAPY  ORIGINAL,UNILEVER (M) HOLDINGS SDN. BHD.,04-11-22,Clear,VASELINE,Lip,,2063
NOT221107623K,Jean D'Arcel le serum deluxe,HANAYOME - NATURE (M) SDN. BHD.,28-11-22,Clear,Jean,Serum,,823
NOT201005761K,Mary Cohr CatioClean - Comfort Cleansing Gel,LUXOR HOLDINGS SDN BHD,21-10-22,Clear,Mary,Other,,1191
NOT220806465K,Bernard Cassiere - DIAMOND PREMIUM ANTI-AGEING TREATMENT Diamond Rejuvenative Serum 6/8,Casseree France Sdn Bhd,29-08-22,Clear,Bernard,Serum,,449
NOT221202124K,3DELUXE PROFESSIONAL 10.11,OTTIMO GOODS SDN BHD,09-12-22,Clear,3DELUXE,Other,,1534
NOT221100919K,DnG Body Wash (Aloe + Cucumber),DNG WORLDWIDE SDN. BHD.,04-11-22,Clear,DnG,Cleanser,,525
NOT221101024K,MESAUDA MILANO PRO LIGHT CONCEALER - W70,RAMS HOME DECOR SDN BHD,05-11-22,Clear,MESAUDA,Other,,1675
NOT221101421K,Seoul UV Shield White,SEOUL YOUNG MAKEUP PARLOUR SDN. BHD.,08-11-22,Clear,Seoul,Sunscreen,,1762
NOT201200638K,ESTEE LAUDER BEAUTIFUL MAGNOLIA EAU DE PARFUM SPRAY (216301),ESTEE LAUDER MALAYSIA SDN. BHD.,03-12-22,Clear,ESTEE,Spray,,636
NOT221106806K,MAVIER BC Bio-cell gel masque,J & T BEAUTY SKIN CARE,23-11-22,Clear,MAVIER,Other,,956
NOT220708716K,ONE/SIZE - LIP SNATCHER - VELVET FLEX CREAM & CUSHION GLOSS LIP DUO - NO SPEED LIMIT (CREME),BEAUTY IN MOTION SDN. BHD.,28-07-22,Clear,ONE/SIZE,Moisturizer,,255
NOT220708336K,WYCON VIRTUOUS SKIN TINTED BALM TAN 08,ANAIKA COLLECTIONS SDN BHD,27-07-22,Clear,WYCON,Other,,103
NOT201203196K,ISSEY MIYAKE A DROP D'ISSEY MOISTURISING BODY LOTION,SHISEIDO MALAYSIA SDN. BHD.,14-12-22,Clear,ISSEY,Moisturizer,,1780
NOT221105450K,Nail Holic DLMI GR712,KOSE (MALAYSIA) SDN. BHD.,18-11-22,Clear,Nail,Other,,1074
NOT221103203K,C.CODE COLOUR ME EYESHADOW WARM 101 - C,Verve Brands Sdn Bhd,14-11-22,Clear,C.CODE,Eye,,2115
